Term;Alice’sAdventuresinWonderland.txt;ATaleofTwoCitie.txt;Frankenstein.txt;HeartofDarkness.txt;MobyDick.txt;PrideandPrejudice.txt;SherlockHolmes.txt
carlines;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
niggers;"0,000000";"0,000000";"0,000000";"0,001794";"0,000000";"0,000000";"0,000000"
Upper;"0,000000";"0,000000";"0,000000";"0,000000";"0,000053";"0,000000";"0,000409"
crystals;"0,000000";"0,000000";"0,000000";"0,000000";"0,000107";"0,000000";"0,000136"
ceaseless;"0,000000";"0,000000";"0,000000";"0,000000";"0,000135";"0,000111";"0,000086"
appendage;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
attainment;"0,000000";"0,000000";"0,000267";"0,000000";"0,000000";"0,000000";"0,000000"
Thursday;"0,000000";"0,000000";"0,000095";"0,000000";"0,000000";"0,000442";"0,000172"
loungingly;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
sanctity;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
faithfulness;"0,000000";"0,000000";"0,000000";"0,000203";"0,000107";"0,000000";"0,000000"
horsemen;"0,000000";"0,000369";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
furnace;"0,000000";"0,000131";"0,000000";"0,000128";"0,000101";"0,000000";"0,000000"
haunt;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
stairs;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
lightness;"0,000000";"0,000000";"0,000000";"0,000000";"0,000053";"0,000175";"0,000000"
heard—“Stand;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
presumed;"0,000000";"0,000066";"0,000000";"0,000000";"0,000303";"0,000111";"0,000000"
recompense;"0,000000";"0,000131";"0,000190";"0,000000";"0,000000";"0,000000";"0,000258"
stealthy;"0,000000";"0,000000";"0,000000";"0,000359";"0,000000";"0,000000";"0,000000"
me—explain;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
out—which;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
upheaving;"0,000000";"0,000104";"0,000000";"0,000000";"0,000053";"0,000000";"0,000000"
“‘TIS;"0,000663";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
generosity;"0,000000";"0,000394";"0,000190";"0,000128";"0,000000";"0,000000";"0,000000"
intermitting;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
“you’d;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
chipping;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
excavation;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
exclude;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
sobbings;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
immeasurably;"0,000000";"0,000208";"0,000151";"0,000000";"0,000000";"0,000000";"0,000000"
Returning;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
douse;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
God—never;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
restlessness;"0,000000";"0,000066";"0,000095";"0,000000";"0,000034";"0,000000";"0,000000"
fourteen;"0,000000";"0,000000";"0,000095";"0,000000";"0,000034";"0,000000";"0,000344"
Anguish;"0,000000";"0,000000";"0,000267";"0,000000";"0,000000";"0,000000";"0,000000"
die—Down;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
knife;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
plummet—‘out;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
gibbering;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
manhood;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
arose;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
anybody—except;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
immeasurable;"0,000000";"0,000000";"0,000151";"0,000000";"0,000107";"0,000000";"0,000000"
said—therefore;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
contortions;"0,000000";"0,000000";"0,000095";"0,000000";"0,000067";"0,000000";"0,000086"
snapping;"0,000000";"0,000066";"0,000000";"0,000256";"0,000135";"0,000000";"0,000000"
Cetacean;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
origin;"0,000000";"0,000000";"0,000380";"0,000000";"0,000101";"0,000000";"0,000086"
dozing;"0,000236";"0,000197";"0,000095";"0,000000";"0,000000";"0,000000";"0,000000"
grappling;"0,000000";"0,000000";"0,000151";"0,000000";"0,000053";"0,000000";"0,000000"
modestly;"0,000000";"0,000417";"0,000000";"0,000203";"0,000000";"0,000000";"0,000000"
lawgivers;"0,000000";"0,000000";"0,000267";"0,000000";"0,000000";"0,000000";"0,000000"
curtained;"0,000000";"0,000369";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Frantic;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
sanction;"0,000000";"0,000104";"0,000000";"0,000000";"0,000000";"0,000175";"0,000000"
buffalo’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
acoustical;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Noakes;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
dutiful;"0,000000";"0,000369";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
dugout;"0,000000";"0,000000";"0,000000";"0,000718";"0,000000";"0,000000";"0,000000"
gestation;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Hardicanutes;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
nose’;"0,000663";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
brims;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000242"
Albatross;"0,000000";"0,000000";"0,000000";"0,000000";"0,000379";"0,000000";"0,000000"
fiendishly;"0,000000";"0,000000";"0,000000";"0,000359";"0,000000";"0,000000";"0,000000"
counter;"0,000000";"0,002188";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000"
excavating;"0,000000";"0,000000";"0,000000";"0,000000";"0,000107";"0,000000";"0,000136"
let’s;"0,001123";"0,000000";"0,000000";"0,000000";"0,000695";"0,000000";"0,000000"
vents;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
eating—an;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
disparagement;"0,000000";"0,000104";"0,000000";"0,000000";"0,000053";"0,000000";"0,000000"
publish;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000310";"0,000000"
counted;"0,000000";"0,000460";"0,000000";"0,000000";"0,000169";"0,000111";"0,000000"
Midnight;"0,000000";"0,000104";"0,000000";"0,000000";"0,000321";"0,000000";"0,000000"
isn’t;"0,002621";"0,000000";"0,000000";"0,000000";"0,000053";"0,000000";"0,000000"
whales—now;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
fourscore;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
“Believe;"0,000000";"0,000104";"0,000000";"0,000000";"0,000053";"0,000000";"0,000000"
Stryver;"0,000000";"0,019928";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
transcribe;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
agony;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
bitterness;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
embarrassments;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
jails;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
“Gabriel;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
encouraging;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
inquirers;"0,000000";"0,000000";"0,000534";"0,000000";"0,000000";"0,000000";"0,000000"
javelin;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
literally;"0,000000";"0,000000";"0,000095";"0,000128";"0,000101";"0,000000";"0,000000"
resulting;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
radiating;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
hypothetically;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
cheeks;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
vintage;"0,000000";"0,000000";"0,000301";"0,000000";"0,000053";"0,000000";"0,000000"
monosyllables;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000242"
pertinacity;"0,000000";"0,000000";"0,000267";"0,000000";"0,000000";"0,000000";"0,000000"
gibberish;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
cinderous;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
amplify;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
athwartships;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
terrorising;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000242"
windings;"0,000000";"0,000000";"0,000452";"0,000000";"0,000000";"0,000175";"0,000000"
eddy;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
camera;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000242"
exuberant;"0,000000";"0,000000";"0,000000";"0,000203";"0,000000";"0,000175";"0,000000"
brigs;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
modifications;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
remembrance;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
slums;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000242"
‘Thank;"0,001990";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
despot;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
generally;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
slung;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
attaining;"0,000000";"0,000000";"0,000000";"0,000000";"0,000379";"0,000000";"0,000000"
despoiled;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
befall—then;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
slunk;"0,000000";"0,000208";"0,000000";"0,000000";"0,000053";"0,000000";"0,000000"
Foresail;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
line—now;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Cancer;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Stolen;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000725"
domination;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
outcast;"0,000000";"0,000000";"0,000801";"0,000000";"0,000000";"0,000000";"0,000000"
XXXIX;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
breaching;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
bribe;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000310";"0,000000"
pools;"0,000000";"0,000104";"0,000000";"0,000000";"0,000000";"0,000175";"0,000000"
horsewoman;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000310";"0,000000"
briar;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000242"
edge;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
weaving;"0,000000";"0,000104";"0,000000";"0,000000";"0,000374";"0,000000";"0,000000"
brotherhood;"0,000000";"0,000104";"0,000000";"0,000000";"0,000107";"0,000000";"0,000000"
conwey;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
relentless;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000483"
chattered;"0,000000";"0,000104";"0,000301";"0,000000";"0,000000";"0,000000";"0,000000"
antique;"0,000000";"0,000000";"0,000151";"0,000000";"0,000267";"0,000000";"0,000000"
Morris;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000175";"0,000273"
BOHEMIA;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000242"
widespread;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000725"
torches;"0,000000";"0,000208";"0,000151";"0,000000";"0,000000";"0,000000";"0,000000"
hobbled;"0,000000";"0,000000";"0,000000";"0,000359";"0,000000";"0,000000";"0,000000"
whaling;"0,000000";"0,000000";"0,000000";"0,000000";"0,011071";"0,000000";"0,000000"
asylums;"0,000000";"0,000000";"0,000000";"0,000359";"0,000000";"0,000000";"0,000000"
tobaccoey;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
shuffled;"0,000000";"0,000000";"0,000000";"0,000203";"0,000000";"0,000000";"0,000136"
TRUE;"0,000663";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Dominoes;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
undisclosed;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
confronted;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
wrench;"0,000000";"0,000104";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000"
expand;"0,000000";"0,000000";"0,000000";"0,000000";"0,000568";"0,000000";"0,000000"
hateful;"0,000000";"0,000104";"0,000603";"0,000000";"0,000000";"0,000000";"0,000000"
squander;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000242"
dyspepsia;"0,000000";"0,000000";"0,000000";"0,000000";"0,000379";"0,000000";"0,000000"
survey;"0,000000";"0,000066";"0,000000";"0,000000";"0,000067";"0,000111";"0,000000"
malice;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
foam—the;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
athwart;"0,000000";"0,000000";"0,000000";"0,000359";"0,000000";"0,000000";"0,000000"
bride;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
sledge;"0,000000";"0,000000";"0,001959";"0,000000";"0,000160";"0,000000";"0,000000"
incompetent;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
investigate;"0,000000";"0,000000";"0,000000";"0,000000";"0,000053";"0,000000";"0,000136"
irreligious;"0,000000";"0,000104";"0,000000";"0,000000";"0,000000";"0,000175";"0,000000"
capstan;"0,000000";"0,000000";"0,000000";"0,000000";"0,001136";"0,000000";"0,000000"
devastation;"0,000000";"0,000000";"0,000000";"0,000359";"0,000000";"0,000000";"0,000000"
Revival;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
brick;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
“‘Say;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
——”;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
recover;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
men’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000568";"0,000000";"0,000000"
determine;"0,000000";"0,000000";"0,000000";"0,000000";"0,000034";"0,001438";"0,000344"
cringing;"0,000000";"0,000066";"0,000000";"0,000000";"0,000067";"0,000000";"0,000086"
Turtle’s;"0,001326";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
regiments;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
“Treason;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Acushnet;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
painting;"0,000749";"0,000000";"0,000000";"0,000000";"0,000267";"0,000000";"0,000000"
“He’ll;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
wights;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
crumbling;"0,000000";"0,000369";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
aroma;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
valves;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
amounting;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000310";"0,000000"
sociable—and;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Folger;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Bildad;"0,000000";"0,000000";"0,000000";"0,000000";"0,006719";"0,000000";"0,000000"
hissing;"0,000000";"0,000066";"0,000000";"0,000256";"0,000135";"0,000000";"0,000000"
spoilt;"0,000000";"0,000208";"0,000000";"0,000000";"0,000000";"0,000351";"0,000000"
spoils;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
settled;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
lowered;"0,000000";"0,000263";"0,000000";"0,000000";"0,000674";"0,000000";"0,000086"
Rosings;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,015212";"0,000000"
twelve;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
flailings;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
checking;"0,000000";"0,000104";"0,000000";"0,000000";"0,000000";"0,000351";"0,000000"
minus;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
conference;"0,000000";"0,001146";"0,000000";"0,000000";"0,000000";"0,000701";"0,000000"
activity;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
—’”;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
inflicting;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
“‘Lakeman;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Quaker;"0,000000";"0,000000";"0,000000";"0,000000";"0,000946";"0,000000";"0,000000"
Siberia;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
disturb;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
unsoftened;"0,000000";"0,000000";"0,000267";"0,000000";"0,000000";"0,000000";"0,000000"
persist;"0,000000";"0,000000";"0,000000";"0,000000";"0,000053";"0,000351";"0,000000"
unconquering;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
mints;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
speculate;"0,000000";"0,000554";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
whirling;"0,000000";"0,000263";"0,000000";"0,000000";"0,000236";"0,000000";"0,000086"
“Genuine;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
way—for;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
adornments;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
crowned;"0,000000";"0,000000";"0,000000";"0,000000";"0,000160";"0,000175";"0,000000"
acquaint;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000621";"0,000000"
attained;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
acquiescence;"0,000000";"0,000066";"0,000000";"0,000000";"0,000034";"0,000221";"0,000000"
country;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
stammer;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
“‘Near;"0,000000";"0,000000";"0,000267";"0,000000";"0,000000";"0,000000";"0,000000"
yearned;"0,000000";"0,000104";"0,000151";"0,000000";"0,000000";"0,000000";"0,000000"
diadem;"0,000000";"0,000000";"0,000000";"0,000000";"0,000053";"0,000000";"0,000136"
devotedly;"0,000000";"0,000313";"0,000000";"0,000000";"0,000000";"0,000000";"0,000273"
line—one;"0,000000";"0,000000";"0,000267";"0,000000";"0,000000";"0,000000";"0,000000"
enclosed;"0,000000";"0,000000";"0,000000";"0,000203";"0,000053";"0,000000";"0,000000"
amazing;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
goblets;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
Cheapside;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000621";"0,000000"
longevity;"0,000000";"0,000104";"0,000000";"0,000000";"0,000053";"0,000000";"0,000000"
upbubble;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
wardrobe;"0,000000";"0,000000";"0,000000";"0,000000";"0,000107";"0,000000";"0,000273"
conscientious;"0,000000";"0,000000";"0,000000";"0,000000";"0,000321";"0,000175";"0,000000"
Pottowottamie;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
pecked;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
abolished;"0,000000";"0,000554";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
authoritative;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
prescience;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
vouchsafed;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000310";"0,000000"
Teacher;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
bluntly;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
upright;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
toadstools;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Common;"0,000000";"0,000104";"0,000000";"0,000000";"0,000053";"0,000000";"0,000000"
infliction;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
names—a;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
extract;"0,000000";"0,000131";"0,000095";"0,000000";"0,000034";"0,000000";"0,000000"
rhubarb;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
obscure;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
“Speak;"0,000000";"0,000313";"0,000000";"0,000000";"0,000107";"0,000000";"0,000000"
blacksmiths;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
mutilation;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
exasperating;"0,000000";"0,000000";"0,000000";"0,000405";"0,000107";"0,000000";"0,000000"
encloses;"0,000000";"0,000369";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
deceive;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Guided;"0,000000";"0,000000";"0,000267";"0,000000";"0,000000";"0,000000";"0,000000"
shaped;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
deceits;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
place—where;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
curtseyed;"0,000000";"0,000208";"0,000000";"0,000000";"0,000000";"0,000175";"0,000000"
castaways;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
throttling;"0,000000";"0,000000";"0,000000";"0,000359";"0,000000";"0,000000";"0,000000"
shapes;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
settles;"0,000000";"0,000104";"0,000000";"0,000000";"0,000000";"0,000000";"0,000273"
Kedron;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Waller’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
olfactories;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
fiercely;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Lothman;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000242"
conversed;"0,000000";"0,000000";"0,000285";"0,000000";"0,000101";"0,000111";"0,000000"
attested;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
forego;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000310";"0,000000"
cannonier;"0,000000";"0,000369";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
stains;"0,000000";"0,000000";"0,000000";"0,000000";"0,000107";"0,000000";"0,000682"
Rockaway;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Manillas;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Beneath;"0,000000";"0,000104";"0,000000";"0,000000";"0,000107";"0,000000";"0,000000"
depresses;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
propagated;"0,000000";"0,000000";"0,000267";"0,000000";"0,000000";"0,000000";"0,000000"
—“Man;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
closing;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
venom;"0,000000";"0,000000";"0,000267";"0,000000";"0,000000";"0,000000";"0,000000"
hazard;"0,000000";"0,000394";"0,000095";"0,000000";"0,000101";"0,000000";"0,000000"
game—Here;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
depressed;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
cobbling;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
Gladstone;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000483"
voluntary;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
