Term;HeartofDarkness.txt;SherlockHolmes.txt;Frankenstein.txt;PrideandPrejudice.txt;ATaleofTwoCitie.txt;Alice’sAdventuresinWonderland.txt;MobyDick.txt 
tackle;"0,000369";"0,000248";"0,000137";"0,000160";"0,000095";"0,000000";"0,000535"
paws;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,001363";"0,000097"
pawn;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
loggerhead;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000292"
exculpated;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
requesting;"0,000000";"0,000000";"0,000000";"0,000319";"0,000000";"0,000000";"0,000000"
conveying;"0,000000";"0,000000";"0,000000";"0,000160";"0,000190";"0,000000";"0,000097"
delights;"0,000184";"0,000000";"0,000549";"0,000319";"0,000000";"0,000000";"0,000097"
Arsacides;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000195"
plucking;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
harvesting;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
plantation;"0,000000";"0,000497";"0,000000";"0,000160";"0,000000";"0,000000";"0,000146"
way—cut;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
use—I;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Biography;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
disgusting;"0,000000";"0,000000";"0,000137";"0,000160";"0,000000";"0,000000";"0,000000"
glistening;"0,000369";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000340"
human;"0,003320";"0,001490";"0,007819";"0,000798";"0,002181";"0,000000";"0,001702"
poetry;"0,000184";"0,000124";"0,000274";"0,000319";"0,000000";"0,000000";"0,000000"
prince;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000097"
Leading;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
greenness;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
Crowder;"0,000000";"0,000372";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
ecstasy;"0,000000";"0,000000";"0,000823";"0,000319";"0,000000";"0,000000";"0,000000"
buoy—a;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
‘until;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
Montague;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
crater—in;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
considerations;"0,000000";"0,000124";"0,000137";"0,000160";"0,000190";"0,000000";"0,000292"
Sands;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
decidedly;"0,000000";"0,000248";"0,000137";"0,000638";"0,000190";"0,001363";"0,000049"
Regard;"0,000000";"0,000000";"0,000000";"0,000160";"0,000095";"0,000000";"0,000000"
beach;"0,000000";"0,000000";"0,000686";"0,000000";"0,000474";"0,000000";"0,000778"
blanket;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000535"
harmonium;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
articles;"0,000000";"0,000497";"0,000137";"0,000319";"0,000474";"0,000000";"0,000486"
append;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
pays;"0,000000";"0,000124";"0,000137";"0,000000";"0,000000";"0,000000";"0,000146"
glasses—tap;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
cambric;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
Lizard;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,001704";"0,000000"
misgiving;"0,000000";"0,000000";"0,000000";"0,000000";"0,000379";"0,000000";"0,000049"
discount;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
entrenchments;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Already;"0,000000";"0,000124";"0,000000";"0,000160";"0,000095";"0,000000";"0,000195"
—when;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000195"
Ram—lecherous;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
navigation;"0,000369";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
jests;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
meantime—to;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
exasperate;"0,000000";"0,000000";"0,000137";"0,000319";"0,000000";"0,000000";"0,000049"
cigar;"0,000000";"0,001490";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
supplies;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000146"
idolators;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
—whew;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
supplier;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
cocksure;"0,000184";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
inexpressibly;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
Virtue;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000195"
whereat;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
jesty;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
Tashtego’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
mimic;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
blacken;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
better—their;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
letters;"0,001475";"0,003228";"0,002332";"0,002393";"0,001138";"0,000341";"0,000486"
inspection;"0,000000";"0,000372";"0,000000";"0,000319";"0,000190";"0,000000";"0,000049"
adversity;"0,000000";"0,000000";"0,000274";"0,000000";"0,000000";"0,000000";"0,000000"
inspecting;"0,000000";"0,000000";"0,000137";"0,000000";"0,000095";"0,000000";"0,000049"
inferences;"0,000000";"0,000497";"0,000000";"0,000160";"0,000000";"0,000000";"0,000049"
appreciation;"0,000369";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
enigmatical;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
planking;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Island;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000243"
pretension;"0,000000";"0,000000";"0,000137";"0,000160";"0,000000";"0,000000";"0,000000"
coaches;"0,000000";"0,000000";"0,000000";"0,000000";"0,000379";"0,000000";"0,000049"
Canada;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000097"
other’s;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000632"
legitimate;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Gently;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
“dark;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Canaan;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
upset;"0,000369";"0,000124";"0,000000";"0,000000";"0,000000";"0,001022";"0,000000"
obscures;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
like”;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
grievances;"0,000000";"0,000000";"0,000000";"0,000319";"0,000000";"0,000000";"0,000049"
stamped;"0,000369";"0,000124";"0,000000";"0,000000";"0,000095";"0,000000";"0,000195"
cleanse;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000049"
etexts;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
shrouded;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000292"
we’re;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000049"
unstudied;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
wouldn;"0,001844";"0,000869";"0,000000";"0,000000";"0,001043";"0,000000";"0,000000"
twenty;"0,000922";"0,002732";"0,000686";"0,002712";"0,002655";"0,000682";"0,001556"
Mindful;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
listeners;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
see—how;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
supplied;"0,000000";"0,000124";"0,000274";"0,000319";"0,000190";"0,000000";"0,000486"
obscured;"0,000184";"0,000000";"0,000274";"0,000000";"0,000190";"0,000000";"0,000146"
spectacled;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
breastpin;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
princes;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
spectacles;"0,000369";"0,000124";"0,000000";"0,000000";"0,000190";"0,001022";"0,000195"
adverbiously;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Likewise;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000243"
ebbs;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
kempt;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Snow;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
condolence;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
“nonsense”;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Scorpio;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
recognition;"0,000184";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000146"
deluded;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Gomorrah;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
halving;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
terribly;"0,000000";"0,000621";"0,000274";"0,000000";"0,000000";"0,000341";"0,000049"
rise—yes;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
aisle;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
thistles;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Chase—Second;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
unprofessional;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Gauls;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Tartarean;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
“Drinking;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
inns;"0,000000";"0,000000";"0,000000";"0,000160";"0,000095";"0,000000";"0,000146"
twitching;"0,000184";"0,000124";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
terrible;"0,001291";"0,001738";"0,001372";"0,000000";"0,001422";"0,000000";"0,001021"
sheltering;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
“Indeed;"0,000000";"0,000000";"0,000000";"0,000000";"0,000948";"0,000000";"0,000000"
syllable;"0,000000";"0,000000";"0,000000";"0,000798";"0,000379";"0,000000";"0,000097"
Nicholas;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
druggs;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
say—eh;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Winds;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
chuckle;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
say—en;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Annoying;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
bonnet;"0,000000";"0,000621";"0,000000";"0,000479";"0,000379";"0,000000";"0,000049"
lists;"0,000000";"0,000000";"0,000000";"0,000000";"0,001138";"0,000000";"0,000049"
hardihood;"0,000184";"0,000124";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
noiselessly;"0,000000";"0,000248";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
thunderous;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
linoleum;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
steepest;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
‘than;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
Behold;"0,000000";"0,000000";"0,000137";"0,000000";"0,000095";"0,000000";"0,000097"
constitution;"0,000000";"0,000124";"0,000000";"0,000160";"0,000000";"0,000000";"0,000097"
lulled;"0,000000";"0,000000";"0,000274";"0,000000";"0,000095";"0,000000";"0,000049"
‘that;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,002386";"0,000049"
ushered;"0,000000";"0,000248";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
we’ve;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000682";"0,000049"
conceive;"0,000184";"0,000248";"0,001372";"0,000479";"0,000095";"0,000000";"0,000097"
disapproving;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
lording;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
nonsense;"0,000184";"0,000248";"0,000137";"0,000957";"0,000284";"0,002045";"0,000195"
breath;"0,001291";"0,000869";"0,000274";"0,000319";"0,001991";"0,001363";"0,000778"
Geological;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
instant—put;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
coincidences;"0,000000";"0,000124";"0,000137";"0,000000";"0,000095";"0,000000";"0,000000"
cheapest;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
“Holloa;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
eclipsed;"0,000000";"0,000124";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
tufts;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
me—he;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
poetic;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
lullaby;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000341";"0,000049"
grampus;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
diversified;"0,000000";"0,000000";"0,000000";"0,000160";"0,000190";"0,000000";"0,000000"
thumped;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
constituting;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
inexpressible;"0,000000";"0,000000";"0,000274";"0,000160";"0,000000";"0,000000";"0,000097"
“don’t;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
Obed;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
lightened;"0,000000";"0,000124";"0,000137";"0,000000";"0,000284";"0,000000";"0,000000"
conceits;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000195"
breast;"0,000553";"0,000621";"0,000412";"0,000319";"0,004836";"0,000000";"0,000340"
slantings;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
sweeps;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
disgraced;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
maledictions;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
glands;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
wretchedly;"0,000000";"0,000000";"0,000137";"0,000160";"0,000095";"0,000000";"0,000049"
enters;"0,000000";"0,000124";"0,000137";"0,000000";"0,000000";"0,000000";"0,000243"
JAGO’S;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
blockaded;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
crash;"0,000000";"0,000248";"0,000137";"0,000000";"0,000474";"0,001022";"0,000097"
womanly;"0,000000";"0,000248";"0,000000";"0,000160";"0,000095";"0,000000";"0,000000"
Nineveh;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000292"
murmuring;"0,000369";"0,000000";"0,000137";"0,000000";"0,000284";"0,000000";"0,000049"
cooper’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
hesitatingly;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
sun—slow;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
tales;"0,000184";"0,000372";"0,000274";"0,000000";"0,000000";"0,000341";"0,000195"
doted;"0,000000";"0,000000";"0,000274";"0,000000";"0,000000";"0,000000";"0,000000"
disappearing;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
sleeps;"0,000000";"0,000248";"0,000137";"0,000000";"0,000095";"0,000000";"0,000340"
scratching;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000341";"0,000097"
eber;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
Sorceress;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
swaller;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
substantial;"0,000000";"0,000000";"0,000000";"0,000319";"0,000095";"0,000000";"0,000146"
sleepe;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
wires;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
avoided;"0,000184";"0,000248";"0,000412";"0,000160";"0,000095";"0,000000";"0,000000"
afresh;"0,000184";"0,000000";"0,000000";"0,000160";"0,000379";"0,000000";"0,000146"
beaux;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
‘they;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
consistently;"0,000184";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
sidelingly;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
sincere;"0,000184";"0,000000";"0,000274";"0,001595";"0,000095";"0,000000";"0,000000"
promptitude;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
maternal;"0,000000";"0,000000";"0,000137";"0,000319";"0,000095";"0,000000";"0,000243"
shared;"0,000000";"0,000124";"0,000274";"0,000638";"0,000190";"0,000341";"0,000097"
unavenged;"0,000000";"0,000124";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
lake—evinced;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
shares;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
gazer;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
glance;"0,003135";"0,002111";"0,000686";"0,001117";"0,000948";"0,000000";"0,001362"
resuming;"0,000000";"0,000000";"0,000000";"0,000160";"0,000379";"0,000000";"0,000292"
gazes;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000049"
benign;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
wigged;"0,000000";"0,000000";"0,000000";"0,000000";"0,000569";"0,000000";"0,000000"
trooped;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
flicking;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
crumbled;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Rondeletius;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
middle;"0,001844";"0,001614";"0,000274";"0,000479";"0,000948";"0,002386";"0,001702"
prosper;"0,000000";"0,000000";"0,000000";"0,000000";"0,000379";"0,000000";"0,000000"
sunken;"0,000738";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000292"
appeal;"0,000922";"0,000124";"0,000137";"0,000319";"0,000664";"0,000000";"0,000049"
crate;"0,000000";"0,000372";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
everyday;"0,000184";"0,000124";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
diary;"0,000000";"0,000248";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Farrington;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
never’;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
inst;"0,000000";"0,000248";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
be—do;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
other—I;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
descended;"0,000369";"0,000248";"0,001097";"0,000479";"0,000284";"0,000000";"0,000243"
geometry;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Webbs;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
coherently;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
forced;"0,000369";"0,000869";"0,001235";"0,003191";"0,000569";"0,000000";"0,000875"
cleanly;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
trepidation;"0,000000";"0,000000";"0,000000";"0,000160";"0,000095";"0,000000";"0,000097"
exclamation;"0,000000";"0,000248";"0,000412";"0,000319";"0,000190";"0,000341";"0,000243"
ferociousness;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
gunwales;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000389"
whisky;"0,000000";"0,000248";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Santa;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
diameter;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
displaying;"0,000000";"0,000000";"0,000137";"0,000319";"0,000000";"0,000000";"0,000000"
Muster;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
crane;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000146"
unexpectedness;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
beard;"0,000553";"0,000372";"0,000000";"0,000000";"0,000379";"0,000000";"0,000243"
gazed;"0,000000";"0,000621";"0,001509";"0,000000";"0,000000";"0,000000";"0,000486"
bears;"0,000184";"0,000497";"0,000274";"0,000319";"0,000190";"0,000000";"0,000535"
securer;"0,000000";"0,000248";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
sections;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
effected;"0,000000";"0,000124";"0,000137";"0,000000";"0,000190";"0,000000";"0,000146"
assurance;"0,000184";"0,000124";"0,000137";"0,002393";"0,000190";"0,000000";"0,000049"
sashless;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
scrouge;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Scoresby;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000438"
sucked;"0,000000";"0,000124";"0,000000";"0,000000";"0,000190";"0,000000";"0,000195"
surpassing;"0,000000";"0,000000";"0,000274";"0,000160";"0,000000";"0,000000";"0,000000"
flying;"0,001475";"0,000372";"0,000274";"0,000319";"0,000664";"0,000341";"0,001410"
forces;"0,000184";"0,000124";"0,000274";"0,000000";"0,000474";"0,000000";"0,000146"
collaring;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
charmed;"0,000553";"0,000000";"0,000137";"0,000000";"0,000095";"0,000000";"0,000146"
secured;"0,000000";"0,000372";"0,000274";"0,000638";"0,000284";"0,000000";"0,000729"
arm—came;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
wired;"0,000000";"0,000372";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
sluggishly;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
“Enter;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Necessarily;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Juba;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
beast;"0,000000";"0,000124";"0,000412";"0,000000";"0,000190";"0,000341";"0,000195"
‘this;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
drearily;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Manhatto;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
incommunicable;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
urgency;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
sleepy;"0,000369";"0,000372";"0,000000";"0,000000";"0,000095";"0,001704";"0,000389"
EXTRACTS;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
clusters;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
ungrateful;"0,000000";"0,000372";"0,000000";"0,000000";"0,000095";"0,000000";"0,000097"
autumnal;"0,000000";"0,000248";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
bressed;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
Brandy;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
overlook;"0,000000";"0,000124";"0,000274";"0,000479";"0,000000";"0,000000";"0,000097"
beats;"0,000000";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000097"
