|  | Frankenstein.txt |
| vows | 1.1103462E-5 |
| chain | 2.2206925E-5 |
| “On | 1.1103462E-5 |
| chair | 5.551731E-5 |
| “Or | 1.1103462E-5 |
| consistent | 1.1103462E-5 |
| “Of | 1.1103462E-5 |
| reverse | 2.2206925E-5 |
| “Oh | 6.662077E-5 |
| sword | 1.1103462E-5 |
| swore | 1.1103462E-5 |
| garden | 1.1103462E-4 |
| immersed | 1.1103462E-5 |
| gloried | 1.1103462E-5 |
| governed | 1.1103462E-5 |
| small | 1.9986232E-4 |
| omnipotence | 1.1103462E-5 |
| beam | 1.1103462E-5 |
| gallant | 2.2206925E-5 |
| hid | 9.993116E-5 |
| before | 0.0015433813 |
| him | 0.002453865 |
| his | 0.005551731 |
| beat | 5.551731E-5 |
| bear | 6.662077E-5 |
| prepossess | 1.1103462E-5 |
| Who | 8.88277E-5 |
| “‘Boy | 1.1103462E-5 |
| bruised | 1.1103462E-5 |
| exclamations | 2.2206925E-5 |
| resist | 1.1103462E-5 |
| Duvillard | 1.1103462E-5 |
| Why | 1.6655194E-4 |
| history | 2.1096578E-4 |
| instinctively | 1.1103462E-5 |
| 26th | 1.1103462E-5 |
| careless | 1.1103462E-5 |
| twice | 1.1103462E-5 |
| interference | 1.1103462E-5 |
| fibre | 1.1103462E-5 |
| belonged | 4.441385E-5 |
| shutters | 2.2206925E-5 |
| shepherd | 1.1103462E-5 |
| allusion | 2.2206925E-5 |
| point | 1.5544846E-4 |
| knightly | 1.1103462E-5 |
| “To | 2.2206925E-5 |
| diverted | 2.2206925E-5 |
| visits | 4.441385E-5 |
| attachment | 5.551731E-5 |
| sounds | 1.776554E-4 |
| devolved | 1.1103462E-5 |
| shuddering | 3.3310385E-5 |
| unfavourable | 2.2206925E-5 |
| deserve | 3.3310385E-5 |
| restore | 9.993116E-5 |
| solicited | 2.2206925E-5 |
| hereafter | 2.2206925E-5 |
| Only | 1.1103462E-5 |
| crowded | 2.2206925E-5 |
| angel’s | 1.1103462E-5 |
| lassitude | 1.1103462E-5 |
| debts | 1.1103462E-5 |
| meal | 3.3310385E-5 |
| Fit | 1.1103462E-5 |
| approve | 2.2206925E-5 |
| mean | 1.2213808E-4 |
| valued | 3.3310385E-5 |
| reproaches | 1.1103462E-5 |
| pedestrian | 1.1103462E-5 |
| determining | 1.1103462E-5 |
| persisted | 1.1103462E-5 |
| throbbings | 1.1103462E-5 |
| attendance | 1.1103462E-5 |
| truest | 1.1103462E-5 |
| monstrous | 3.3310385E-5 |
| 13th | 1.1103462E-5 |
| been | 0.0021096577 |
| meed | 1.1103462E-5 |
| advance | 2.2206925E-5 |
| attendants | 2.2206925E-5 |
| appreciate | 1.1103462E-5 |
| philosopher’s | 1.1103462E-5 |
| rumbling | 1.1103462E-5 |
| yon | 1.1103462E-5 |
| murderous | 2.2206925E-5 |
| reflects | 1.1103462E-5 |
| you | 0.0060958005 |
| hellish | 7.772423E-5 |
| preference | 1.1103462E-5 |
| delighted | 7.772423E-5 |
| opportunity | 6.662077E-5 |
| active | 5.551731E-5 |
| court | 1.1103462E-4 |
| bestowing | 3.3310385E-5 |
| LIMITED | 3.3310385E-5 |
| entreat | 6.662077E-5 |
| Scotch | 2.2206925E-5 |
| ‘Pardon | 1.1103462E-5 |
| gaunt | 1.1103462E-5 |
| timorous | 1.1103462E-5 |
| precipitous | 2.2206925E-5 |
| agile | 1.1103462E-5 |
| beds | 1.1103462E-5 |
| secluded | 3.3310385E-5 |
| corpse | 1.1103462E-4 |
| mirror | 1.1103462E-5 |
| gardens | 1.1103462E-5 |
| dissipated | 1.1103462E-5 |
| shiver | 1.1103462E-5 |
| meanest | 1.1103462E-5 |
| hot | 1.1103462E-5 |
| “the | 5.551731E-5 |
| how | 6.440008E-4 |
| uncouth | 3.3310385E-5 |
| adduced | 2.2206925E-5 |
| despairing | 3.3310385E-5 |
| subjects | 5.551731E-5 |
| outraged | 1.1103462E-5 |
| dragged | 2.2206925E-5 |
| griefs | 1.1103462E-5 |
| march | 1.1103462E-5 |
| blast | 5.551731E-5 |
| vulture | 1.1103462E-5 |
| ANYTHING | 1.1103462E-5 |
| “We | 1.1103462E-5 |
| advantages | 2.2206925E-5 |
| regarded | 6.662077E-5 |
| answer | 2.2206924E-4 |
| meet | 1.44345E-4 |
| Curiosity | 1.1103462E-5 |
| seashore | 1.1103462E-5 |
| dissipates | 1.1103462E-5 |
| restored | 1.776554E-4 |
| outrages | 1.1103462E-5 |
| reveries | 3.3310385E-5 |
| passions | 1.3324154E-4 |
| Monday | 1.1103462E-5 |
| putting | 4.441385E-5 |
| Explanation | 1.1103462E-5 |
| sometimes | 4.108281E-4 |
| questions | 6.662077E-5 |
| listener | 1.1103462E-5 |
| promise | 2.4427616E-4 |
| enjoying | 2.2206925E-5 |
| presentiment | 2.2206925E-5 |
| listened | 1.3324154E-4 |
| reply | 4.441385E-5 |
| vanish | 4.441385E-5 |
| summits | 5.551731E-5 |
| perpetrated | 1.1103462E-5 |
| spurned | 4.441385E-5 |
| extents | 1.1103462E-5 |
| For | 2.6648308E-4 |
| muttered | 1.1103462E-5 |
| poignantly | 1.1103462E-5 |
| pathways | 1.1103462E-5 |
| vision | 3.3310385E-5 |
| rawness | 1.1103462E-5 |
| horseback | 2.2206925E-5 |
| blame | 1.1103462E-5 |
| confusion | 3.3310385E-5 |
| carrying | 1.1103462E-5 |
| affording | 3.3310385E-5 |
| beginning | 9.993116E-5 |
| waiting | 2.2206925E-5 |
| Well | 3.3310385E-5 |
| occurred—an | 1.1103462E-5 |
| astounded | 1.1103462E-5 |
| owest | 1.1103462E-5 |
| cursory | 3.3310385E-5 |
| swallowed | 5.551731E-5 |
| Language | 1.1103462E-5 |
| deceived | 4.441385E-5 |
| conceited | 1.1103462E-5 |
| exposed | 4.441385E-5 |
| soften | 1.1103462E-5 |
| unfinished | 2.2206925E-5 |
| trickle | 1.1103462E-5 |
| “every | 1.1103462E-5 |
| outward | 3.3310385E-5 |
| atone | 1.1103462E-5 |
| notice | 7.772423E-5 |
| bloody | 1.1103462E-5 |
| rambling | 2.2206925E-5 |
| highlands | 2.2206925E-5 |
| augmenting | 1.1103462E-5 |
| killed | 1.1103462E-5 |
| tangible | 1.1103462E-5 |
| entreaties | 4.441385E-5 |
| although | 5.6627655E-4 |
| hue | 1.1103462E-5 |
| fortunes | 1.1103462E-5 |
| basket | 3.3310385E-5 |
| envy | 2.2206925E-5 |
| hut | 5.551731E-5 |
| adventurous | 2.2206925E-5 |
| dropped | 1.1103462E-5 |
| artifice | 1.1103462E-5 |
| “by | 1.1103462E-5 |
| melt | 1.1103462E-5 |
| bend | 3.3310385E-5 |
| religions | 1.1103462E-5 |
| action | 5.551731E-5 |
| surpassed | 1.1103462E-5 |
| manifold | 1.1103462E-5 |
| fired | 3.3310385E-5 |
| penury | 2.2206925E-5 |
| bounty | 1.1103462E-5 |
| Tavernier | 1.1103462E-5 |
| barks | 1.1103462E-5 |
| MERCHANTIBILITY | 1.1103462E-5 |
| sensitive | 3.3310385E-5 |
| wondrously | 1.1103462E-5 |
| altered | 6.662077E-5 |
| repulses | 1.1103462E-5 |
| accompanied | 9.993116E-5 |
| Newton | 1.1103462E-5 |
| afford | 1.1103462E-4 |
| sensitiveness | 2.2206925E-5 |
| reached | 7.772423E-5 |
| asks | 1.1103462E-5 |
| impression | 3.3310385E-5 |
| comprehended | 1.1103462E-5 |
| acting | 1.1103462E-5 |
| anatomy | 1.1103462E-5 |
| DISTRIBUTE | 1.1103462E-5 |
| beggars | 1.1103462E-5 |
| Right | 1.1103462E-5 |
| deliver | 4.441385E-5 |
| recapitulation | 1.1103462E-5 |
| eight | 4.441385E-5 |
| “Welcome | 1.1103462E-5 |
| pained | 1.1103462E-5 |
| sensibility | 3.3310385E-5 |
| periods | 1.1103462E-5 |
| PURPOSE | 1.1103462E-5 |
| illness | 9.993116E-5 |
| could | 0.0021207612 |
| bent | 9.993116E-5 |
| subdue | 1.1103462E-5 |
| 5th | 2.2206925E-5 |
| torch | 1.1103462E-5 |
| cruelly | 1.1103462E-5 |
| marks | 1.1103462E-5 |
| playfully | 2.2206925E-5 |
| withhold | 1.1103462E-5 |
| able | 9.993116E-5 |
| embittered | 1.1103462E-5 |
| “All | 1.1103462E-5 |
| codes | 1.1103462E-5 |
| charities | 1.1103462E-5 |
| concerned | 1.1103462E-5 |
| LIABLE | 1.1103462E-5 |
| conscience | 6.662077E-5 |
| Were | 1.1103462E-5 |
| inheritance | 1.1103462E-5 |
| thrill | 2.2206925E-5 |
| trampled | 1.1103462E-5 |
| downloading | 1.1103462E-5 |
| unworthiness | 1.1103462E-5 |
| calculated | 2.2206925E-5 |
| emblem | 1.1103462E-5 |
| flagrant | 1.1103462E-5 |
| “What | 4.441385E-5 |
| filial | 1.1103462E-5 |
| “Rise | 1.1103462E-5 |
| sooner | 4.441385E-5 |
| exhortations | 2.2206925E-5 |
| deathlike | 1.1103462E-5 |
| Between | 1.1103462E-5 |
| difficult | 2.2206925E-5 |
| floated | 2.2206925E-5 |
| steps | 2.1096578E-4 |
| friends | 5.995869E-4 |
| undergone | 1.1103462E-5 |
| forget | 1.1103462E-4 |
| professor | 6.662077E-5 |
| peasants | 6.662077E-5 |
| principles | 1.1103462E-5 |
| tardily | 1.1103462E-5 |
| present | 3.3310388E-4 |
| curtain | 1.1103462E-5 |
| softly | 1.1103462E-5 |
| arrested | 1.1103462E-5 |
| strife | 1.1103462E-5 |
| belong | 1.1103462E-5 |
| safe—and | 2.2206925E-5 |
| best | 1.3324154E-4 |
| invulnerable | 2.2206925E-5 |
| assuredly | 4.441385E-5 |
| “When | 8.88277E-5 |
| Thonon | 1.1103462E-5 |
| advise | 1.1103462E-5 |
| remnants | 1.1103462E-5 |
| rooted | 1.1103462E-5 |
| magnitude | 1.1103462E-5 |
| regulating | 1.1103462E-5 |
| excitements | 1.1103462E-5 |
| “do | 1.1103462E-5 |
| certainly | 1.2213808E-4 |
| West | 1.1103462E-5 |
| entreating | 1.1103462E-5 |
| pretended | 1.1103462E-5 |
| impressive | 1.1103462E-5 |
| master | 8.88277E-5 |
| Mediterranean | 2.2206925E-5 |
| Upon | 2.2206925E-5 |
| concerning | 2.7758654E-4 |
| diligences | 1.1103462E-5 |
| mere | 3.3310385E-5 |
| opinions | 2.2206925E-5 |
| Destiny | 1.1103462E-5 |
| “Another | 1.1103462E-5 |
| sedulous | 1.1103462E-5 |
| REMEDIES | 1.1103462E-5 |
| feared | 1.44345E-4 |
| favourites | 1.1103462E-5 |
| United | 1.1103462E-4 |
| moralizing | 1.1103462E-5 |
| vices | 2.2206925E-5 |
| reflect | 1.8875886E-4 |
| convulsive | 1.1103462E-5 |
| refinement | 1.1103462E-5 |
| extort | 1.1103462E-5 |
| adventurer | 1.1103462E-5 |
| based | 2.2206925E-5 |
| something | 1.776554E-4 |
| intention | 3.3310385E-5 |
| pointed | 3.3310385E-5 |
| rude | 6.662077E-5 |
| “because | 1.1103462E-5 |
| “in | 1.1103462E-5 |
| impulse | 5.551731E-5 |
| beholding | 3.3310385E-5 |
| “is | 1.1103462E-5 |
| “it | 1.1103462E-5 |
| shower | 1.1103462E-5 |
| “if | 1.1103462E-5 |
| nevertheless | 1.1103462E-5 |
| debar | 1.1103462E-5 |
| fact | 4.441385E-5 |
| respectable | 1.1103462E-5 |
| enkindled | 1.1103462E-5 |
| pieces | 3.3310385E-5 |
| fade | 1.1103462E-5 |
| spire | 1.1103462E-5 |
| temperature | 2.2206925E-5 |
| Under | 1.1103462E-5 |
| particulars | 3.3310385E-5 |
| free | 3.1089692E-4 |
| “he | 2.2206925E-5 |
| honour | 1.2213808E-4 |
| babes | 1.1103462E-5 |
| unnatural | 3.3310385E-5 |
| intervening | 1.1103462E-5 |
| weary | 1.1103462E-5 |
| wears | 1.1103462E-5 |
| Uttering | 1.1103462E-5 |
| actually | 2.2206925E-5 |
| face | 2.2206924E-4 |
| showed | 7.772423E-5 |
| afraid | 1.1103462E-5 |
| worldly | 1.1103462E-5 |
| After | 1.6655194E-4 |
| household | 1.1103462E-5 |
| “but | 2.2206925E-5 |
| “on | 1.1103462E-5 |
| instinct | 1.1103462E-5 |
| ice | 4.7744886E-4 |
| independence | 1.1103462E-5 |
| Full | 1.1103462E-5 |
| melancholy | 1.9986232E-4 |
| afforded | 5.551731E-5 |
| whenever | 2.2206925E-5 |
| glimmer | 2.2206925E-5 |
| dôme | 1.1103462E-5 |
| falsely | 1.1103462E-5 |
| loathing | 5.551731E-5 |
| ruin | 9.993116E-5 |
| icy | 3.3310385E-5 |
| prolonging | 1.1103462E-5 |
| streamed | 2.2206925E-5 |
| impatient | 4.441385E-5 |
| “no | 1.1103462E-5 |
| “there | 1.1103462E-5 |
| please | 3.3310385E-5 |
| finding | 7.772423E-5 |
| thrice | 1.1103462E-5 |
| “my | 1.1103462E-5 |
| laboratory | 7.772423E-5 |
| Does | 1.1103462E-5 |
| vital | 1.1103462E-5 |
| soothing | 4.441385E-5 |
| delusion | 1.1103462E-5 |
| jumped | 1.1103462E-5 |
| rule | 3.3310385E-5 |
| detect | 1.1103462E-5 |
| condemn | 2.2206925E-5 |
| resentment | 1.1103462E-5 |
| fretting | 1.1103462E-5 |
| poet | 1.1103462E-5 |
| inferior | 1.1103462E-5 |
| decreed | 1.1103462E-5 |
| refuge | 8.88277E-5 |
| certainty | 5.551731E-5 |
| calculating | 1.1103462E-5 |
| indeed | 5.995869E-4 |
| sands | 1.1103462E-5 |
| guitar | 4.441385E-5 |
| imaginary | 2.2206925E-5 |
| sandy | 1.1103462E-5 |
| removal | 1.1103462E-5 |
| venerable | 4.441385E-5 |
| comment | 1.1103462E-5 |
| erroneously | 1.1103462E-5 |
| Lacey | 9.993116E-5 |
| diffused | 3.3310385E-5 |
| clasping | 2.2206925E-5 |
| binding | 1.1103462E-5 |
| tingle | 1.1103462E-5 |
| fair | 1.3324154E-4 |
| preparation | 2.2206925E-5 |
| charitable | 1.1103462E-5 |
| tenement | 1.1103462E-5 |
| politic | 1.1103462E-5 |
| safety | 1.1103462E-4 |
| enable | 3.3310385E-5 |
| glared | 1.1103462E-5 |
| slavery | 4.441385E-5 |
| softness | 1.1103462E-5 |
| profession | 2.2206925E-5 |
| zip | 1.1103462E-5 |
| ecstatic | 1.1103462E-5 |
| shore—often | 1.1103462E-5 |
| arise | 6.662077E-5 |
| besieged | 1.1103462E-5 |
| fruitless | 1.1103462E-5 |
| dressed | 5.551731E-5 |
| Captain | 1.1103462E-5 |
| Letter | 8.88277E-5 |
| doors | 1.1103462E-5 |
| fail | 7.772423E-5 |
| repaid | 2.2206925E-5 |
| Turkey | 2.2206925E-5 |
| 17—” | 1.1103462E-5 |
| DISCLAIMER | 1.1103462E-5 |
| breakfast | 5.551731E-5 |
| refund | 8.88277E-5 |
| steel | 1.1103462E-5 |
| steep | 1.1103462E-5 |
| inmost | 1.1103462E-5 |
| seize | 5.551731E-5 |
| church | 1.1103462E-5 |
| affectionate | 7.772423E-5 |
| shroud | 1.1103462E-5 |
| pictures | 1.1103462E-5 |
| foreign | 2.2206925E-5 |
| discontinue | 1.1103462E-5 |
| subsisted | 2.2206925E-5 |
| fall | 1.1103462E-4 |
| mysterious | 3.3310385E-5 |
| ridges | 1.1103462E-5 |
| pictured | 1.1103462E-5 |
| overshadowed | 1.1103462E-5 |
| undergo | 1.1103462E-5 |
| delineate | 1.1103462E-5 |
| boundless | 3.3310385E-5 |
| exhaustion | 2.2206925E-5 |
| gratify | 1.1103462E-5 |
| 27th | 1.1103462E-5 |
| appearance | 3.3310388E-4 |
| wings | 1.1103462E-5 |
| Polluted | 1.1103462E-5 |
| forgot | 2.2206925E-5 |
| first | 0.0011991739 |
| perfect | 5.551731E-5 |
| docile | 2.2206925E-5 |
| impediment | 1.1103462E-5 |
| clearly | 3.3310385E-5 |
| pole | 4.441385E-5 |
| graceful | 1.1103462E-5 |
| sinned | 1.1103462E-5 |
| descending | 1.1103462E-5 |
| unbending | 1.1103462E-5 |
| “we | 1.1103462E-5 |
| spite | 4.441385E-5 |
| gesticulations | 1.1103462E-5 |
| from | 0.004308143 |
| Spanish | 1.1103462E-5 |
| perversity | 1.1103462E-5 |
| resistless | 1.1103462E-5 |
| dagger | 1.1103462E-5 |
| schiavi | 1.1103462E-5 |
| devilish | 1.1103462E-5 |
| ill | 2.2206924E-4 |
| finished | 8.88277E-5 |
| incalculable | 1.1103462E-5 |
| speaker | 1.1103462E-5 |
| “Elizabeth | 2.2206925E-5 |
| fame | 1.1103462E-5 |
| replacement | 3.3310385E-5 |
| repair | 1.1103462E-5 |
| death | 8.549666E-4 |
| steal | 1.1103462E-5 |
| advice | 2.2206925E-5 |
| according | 3.3310385E-5 |
| bestow | 1.5544846E-4 |
| seemingly | 4.441385E-5 |
| “Very | 1.1103462E-5 |
| attendant | 3.3310385E-5 |
| operations | 4.441385E-5 |
| paper | 3.3310385E-5 |
| winds | 8.88277E-5 |
| unalterable | 1.1103462E-5 |
| endeavour | 1.3324154E-4 |
| value | 3.3310385E-5 |
| concealed | 6.662077E-5 |
| tinged | 2.2206925E-5 |
| listening | 5.551731E-5 |
| fortune | 9.993116E-5 |
| quantity | 7.772423E-5 |
| repay | 2.2206925E-5 |
| inn | 6.662077E-5 |
| Ruined | 1.1103462E-5 |
| Mariner | 2.2206925E-5 |
| rush | 2.2206925E-5 |
| “to | 3.3310385E-5 |
| gush | 3.3310385E-5 |
| Additional | 1.1103462E-5 |
| stages | 1.1103462E-5 |
| fishermen | 3.3310385E-5 |
| growth | 2.2206925E-5 |
| YOU | 6.662077E-5 |
| fare | 3.3310385E-5 |
| objects | 1.3324154E-4 |
| uncle’s | 1.1103462E-5 |
| shaken | 2.2206925E-5 |
| resolution | 8.88277E-5 |
| fierceness | 1.1103462E-5 |
| brother’s | 1.1103462E-5 |
| poor | 4.2193156E-4 |
| farm | 1.1103462E-5 |
| gratified | 2.2206925E-5 |
| unsatisfactory | 1.1103462E-5 |
| invented | 1.1103462E-5 |
| grief | 3.1089692E-4 |
| massacred | 1.1103462E-5 |
| ashamed | 1.1103462E-5 |
| enduring | 1.1103462E-5 |
| excellent | 1.44345E-4 |
| fairly | 1.1103462E-5 |
| pearly | 1.1103462E-5 |
| handwriting | 2.2206925E-5 |
| pool | 2.2206925E-5 |
| untimely | 2.2206925E-5 |
| persons | 4.441385E-5 |
| charges | 1.1103462E-5 |
| courtyard | 1.1103462E-5 |
| advancement | 1.1103462E-5 |
| 801 | 1.1103462E-5 |
| shocks | 1.1103462E-5 |
| East | 1.1103462E-5 |
| charged | 3.3310385E-5 |
| shortly | 1.1103462E-5 |
| Wakefield | 1.1103462E-5 |
| firmly | 3.3310385E-5 |
| 809 | 1.1103462E-5 |
| providing | 4.441385E-5 |
| weeks | 6.662077E-5 |
| fate | 1.8875886E-4 |
| licked | 1.1103462E-5 |
| pore | 1.1103462E-5 |
| hasten | 8.88277E-5 |
| successors | 1.1103462E-5 |
| lineaments | 2.2206925E-5 |
| “what | 2.2206925E-5 |
| kindled | 1.1103462E-5 |
| sicken | 1.1103462E-5 |
| retire | 3.3310385E-5 |
| Mine | 1.1103462E-5 |
| efface | 1.1103462E-5 |
| God | 2.1096578E-4 |
| close | 1.6655194E-4 |
| linked | 2.2206925E-5 |
| chemistry | 4.441385E-5 |
| “These | 5.551731E-5 |
| howlings | 1.1103462E-5 |
| disdain | 4.441385E-5 |
| oblige | 1.1103462E-5 |
| fast | 4.441385E-5 |
| trials | 1.1103462E-5 |
| labour—but | 1.1103462E-5 |
| Doth | 2.2206925E-5 |
| restless | 4.441385E-5 |
| persuasive | 1.1103462E-5 |
| nine | 1.1103462E-5 |
| Russian | 1.1103462E-5 |
| communicate | 2.2206925E-5 |
| Email | 1.1103462E-5 |
| senses | 8.88277E-5 |
| Melan | 1.1103462E-5 |
| heavenly—if | 1.1103462E-5 |
| post | 3.3310385E-5 |
| paroxysm | 1.1103462E-5 |
| Winter | 1.1103462E-5 |
| repeating | 1.1103462E-5 |
| breakers | 1.1103462E-5 |
| nuptial | 1.1103462E-5 |
| Ernest | 1.44345E-4 |
| frogs | 1.1103462E-5 |
| educational | 1.1103462E-5 |
| its | 0.0013768293 |
| remedy | 1.1103462E-5 |
| wrapping | 1.1103462E-5 |
| distorted | 4.441385E-5 |
| respect | 5.551731E-5 |
| article | 1.1103462E-5 |
| retreat | 8.88277E-5 |
| Grecians | 1.1103462E-5 |
| port | 1.1103462E-5 |
| hesitate | 1.1103462E-5 |
| production | 2.2206925E-5 |
| united | 6.662077E-5 |
| searching | 1.1103462E-5 |
| choose | 2.2206925E-5 |
| treachery | 2.2206925E-5 |
| benevolence | 7.772423E-5 |
| Gregory | 1.1103462E-5 |
| debarred | 1.1103462E-5 |
| peaceful | 7.772423E-5 |
| Pays | 1.1103462E-5 |
| miles | 6.662077E-5 |
| grandeur | 2.2206925E-5 |
| previously | 3.3310385E-5 |
| mixture | 4.441385E-5 |
| Donations | 2.2206925E-5 |
| kind—they | 1.1103462E-5 |
| identify | 2.2206925E-5 |
| harem | 1.1103462E-5 |
| pour | 1.1103462E-5 |
| drenched | 1.1103462E-5 |
| infused | 1.1103462E-5 |
| improvement | 5.551731E-5 |
| madly | 1.1103462E-5 |
| mariner | 1.1103462E-5 |
| pledge | 1.1103462E-5 |
| detest | 1.1103462E-5 |
| enjoyed | 1.44345E-4 |
| college | 3.3310385E-5 |
| hardy | 2.2206925E-5 |
| unformed | 1.1103462E-5 |
| boarder | 1.1103462E-5 |
| ravished | 1.1103462E-5 |
| number | 5.551731E-5 |
| obedience | 1.1103462E-5 |
| punish | 2.2206925E-5 |
| acme | 1.1103462E-5 |
| property | 6.662077E-5 |
| utterance | 3.3310385E-5 |
| delicacy | 1.1103462E-5 |
| infantile | 1.1103462E-5 |
| weeps | 1.1103462E-5 |
| nothing | 3.3310388E-4 |
| volumes | 2.2206925E-5 |
| distributed | 5.551731E-5 |
| Alpine | 2.2206925E-5 |
| handle | 1.1103462E-5 |
| repaired | 2.2206925E-5 |
| masses | 1.1103462E-5 |
| animation | 7.772423E-5 |
| urged | 9.993116E-5 |
| playfellow | 1.1103462E-5 |
| happily | 2.2206925E-5 |
| Miss | 1.1103462E-5 |
| silver | 3.3310385E-5 |
| lukewarm | 1.1103462E-5 |
| blessing | 3.3310385E-5 |
| Darkness | 2.2206925E-5 |
| city | 1.3324154E-4 |
| fairer | 2.2206925E-5 |
| confident | 1.1103462E-5 |
| exclusion | 1.1103462E-5 |
| torments | 3.3310385E-5 |
| epoch | 2.2206925E-5 |
| courage | 1.9986232E-4 |
| phraseology | 1.1103462E-5 |
| implores | 1.1103462E-5 |
| yield | 5.551731E-5 |
| blamable | 1.1103462E-5 |
| assertion | 2.2206925E-5 |
| lashes | 2.2206925E-5 |
| Study | 1.1103462E-5 |
| fishers | 1.1103462E-5 |
| recollected | 3.3310385E-5 |
| rests | 3.3310385E-5 |
| filled | 2.5537962E-4 |
| eBooks | 7.772423E-5 |
| Indeed | 2.2206925E-5 |
| satisfaction | 1.1103462E-5 |
| Fear | 1.1103462E-5 |
| removed | 6.662077E-5 |
| powerful | 5.551731E-5 |
| acquaintance | 1.1103462E-5 |
| removes | 1.1103462E-5 |
| shed | 8.88277E-5 |
| cliffs | 1.1103462E-5 |
| copied | 2.2206925E-5 |
| precision | 2.2206925E-5 |
| stimulated | 1.1103462E-5 |
| Secheron | 1.1103462E-5 |
| unlocked | 1.1103462E-5 |
| absorbed | 2.2206925E-5 |
| points | 1.1103462E-5 |
| copies | 8.88277E-5 |
| reap | 1.1103462E-5 |
| modified | 2.2206925E-5 |
| maintained | 1.1103462E-5 |
| read | 3.3310388E-4 |
| touch | 1.1103462E-5 |
| real | 7.772423E-5 |
| clock | 1.1103462E-5 |
| admission | 1.1103462E-5 |
| Newby | 1.1103462E-5 |
| differed | 2.2206925E-5 |
| collect | 4.441385E-5 |
| Fairy | 1.1103462E-5 |
| shattered | 5.551731E-5 |
| unperceived | 2.2206925E-5 |
| elixir | 2.2206925E-5 |
| humankind | 2.2206925E-5 |
| incommoded | 1.1103462E-5 |
| quiver | 1.1103462E-5 |
| confiscated | 1.1103462E-5 |
| today | 2.2206925E-5 |
| foldings | 1.1103462E-5 |
| saying | 2.2206925E-5 |
| Waldman | 9.993116E-5 |
| universal | 1.1103462E-5 |
| fifteen | 2.2206925E-5 |
| infantine | 1.1103462E-5 |
| looked | 3.220004E-4 |
| listlessly—I | 1.1103462E-5 |
| blunt | 2.2206925E-5 |
| chinks | 1.1103462E-5 |
| irresistible | 3.3310385E-5 |
| professor’s | 1.1103462E-5 |
| intuitive | 1.1103462E-5 |
| Henry—they | 1.1103462E-5 |
| minute | 7.772423E-5 |
| transcendent | 1.1103462E-5 |
| application | 7.772423E-5 |
| animating | 1.1103462E-5 |
| mine—mine | 1.1103462E-5 |
| Mexico | 1.1103462E-5 |
| comprehend | 4.441385E-5 |
| reason | 1.44345E-4 |
| multiplicity | 1.1103462E-5 |
| wearied | 1.1103462E-5 |
| ship | 8.88277E-5 |
| foretaste | 1.1103462E-5 |
| acts | 1.1103462E-5 |
| erect | 1.1103462E-5 |
| revolutions | 1.1103462E-5 |
| exalted | 1.1103462E-5 |
| Follow | 1.1103462E-5 |
| identification | 1.1103462E-5 |
| Foundation | 2.6648308E-4 |
| gentle | 3.8862118E-4 |
| benefactor—” | 1.1103462E-5 |
| testify | 1.1103462E-5 |
| fiend’s | 2.2206925E-5 |
| occasioned | 2.2206925E-5 |
| goodness | 4.441385E-5 |
| “are | 1.1103462E-5 |
| using | 5.551731E-5 |
| deeds | 2.2206925E-5 |
| reconciled | 1.1103462E-5 |
| containing | 2.2206925E-5 |
| Thomas’ | 2.2206925E-5 |
| investigating | 1.1103462E-5 |
| tarnish | 1.1103462E-5 |
| mortals | 1.1103462E-5 |
| completed | 2.2206925E-5 |
| demand | 1.2213808E-4 |
| fugitives | 1.1103462E-5 |
| Refund | 1.1103462E-5 |
| unexplored | 2.2206925E-5 |
| letter | 2.7758654E-4 |
| gently | 2.2206925E-5 |
| philosophical | 1.1103462E-5 |
| completes | 1.1103462E-5 |
| accuse | 2.2206925E-5 |
| “Farewell | 3.3310385E-5 |
| frequently | 5.551731E-5 |
| devil | 8.88277E-5 |
| Geneva | 3.6641426E-4 |
| handed | 1.1103462E-5 |
| acquire | 2.2206925E-5 |
| worth | 5.551731E-5 |
| Often | 4.441385E-5 |
| fertile | 2.2206925E-5 |
| taken | 3.6641426E-4 |
| takes | 2.2206925E-5 |
| abstruse | 1.1103462E-5 |
| popular | 1.1103462E-5 |
| broken | 1.3324154E-4 |
| strenuously | 1.1103462E-5 |
| vaults | 1.1103462E-5 |
| Had | 2.2206925E-5 |
| fitted | 3.3310385E-5 |
| Great | 4.441385E-5 |
| knell | 1.1103462E-5 |
| armed | 1.1103462E-5 |
| Learn | 3.3310385E-5 |
| Has | 1.1103462E-5 |
| fitter | 1.1103462E-5 |
| knelt | 5.551731E-5 |
